"export-world data (NetLogo 5.0.5)"
"CSD.nlogo"
"05/16/2014 01:22:19:694 -0600"

"RANDOM STATE"
"0 0 -1727483681 573 0.0 false 1764541880 -30769269 1401229200 -988861026 1536312922 -1110833613 -1161553617 1557811087 1083292179 820693953 1225676383 1218686926 1733161415 -265783927 1319915963 -1637608811 2018664399 -1442896983 -476581199 -930627816 -1300209536 810251610 1590669606 2025166818 -748292607 -484435107 -1076393144 -137323992 1918634760 2029544911 982314139 1519230696 239060390 -1190534197 2036053968 -1309958824 1179264216 -182051259 221368469 -12680313 1938200616 -87847111 -26006169 1673921820 1548798783 125225864 -629789056 -1409573745 981499770 -791710859 -721791383 980663932 -573824455 624269896 2321841 1296891549 -2128347295 1975817001 -1893068203 2105117465 -323344527 -888576008 -810721175 386026175 -1838399518 -976202944 -1725902934 880152631 -166043623 -2134744614 -139722651 -1069099988 -901025052 1203312920 -989480063 -1204519036 -757859846 -775442208 -348812339 -1947138913 -1832114113 -1292353544 656048789 654629620 1764272240 -1993420271 1934869898 1043687252 1933594221 1320785729 1648004456 666475704 1597143331 -664377816 -1274206389 -1330854092 1315675836 530580566 1412887957 -1925244902 1964799265 1294576872 -806680275 2031645271 -1622152245 1849629651 -347106227 -1199451190 864207088 -1048286583 149474800 -549380129 422914889 -743424706 -1689717549 -615931175 -593666994 1626648224 1906664956 227602847 -1771228293 -2131729517 -962244465 -1055358778 -819844663 -312560271 -1374701676 645030792 639548295 -392672244 -826778620 1300638363 1964324457 811264005 601040468 1704236175 -1479124558 -647045089 -1347004231 -1702447061 1961276039 -2066578503 -1341410566 -908793105 1376995588 1565362368 1040412342 -1414578190 185639013 -1056956666 2099864645 1886017711 -2088765695 -2066467199 1729267117 535332470 -890850092 -755781697 443346710 -236028826 99398340 -1304814893 -1434005474 1074187648 -1709349045 158019314 -503239847 -1837115410 -1821728818 460600880 807798985 1427560088 1189197482 -473145271 -1512915041 538818758 1868559033 673956536 23396404 1783086395 -500354180 577990348 349649582 -1725961445 1916297499 1365147365 -1548362677 -10552439 678008460 -642476331 -1108833172 -757173359 743987780 1113153733 -3452513 1455397722 -1111445486 -2095161055 -999192840 -1080293202 -1647906408 -1283267630 1383955231 1560301418 1210387688 -852936505 2016535120 1615559349 1133783931 -1389452751 -1180055819 481335792 179433002 233016981 1270205249 -496980434 723860740 403240443 1457206078 -2049224079 -1650576841 619112557 -269996950 528841901 800995046 551336928 -2001561107 1633744935 326791949 -1133918395 2116779255 1659703554 -88175284 432268830 -1114623852 1626532934 1419312095 -639175653 -1458900208 -590593799 1797923472 1070213060 1887403411 1436196382 -1601783840 -911634382 -1461770461 -1839479550 -227959573 -1238386307 1677140896 -1049381499 273363243 -1255187584 603988448 877078248 593564679 1212814127 -1316939918 680556923 -1419575608 808990215 -1072669569 321004312 1239309149 -1099519707 1573049891 -451356067 641956126 662325461 1414417982 1317725044 -534808765 -359874953 -99369768 381520597 983522828 1857802798 -1973717152 826771579 1662071045 2018638686 1612137012 -2055505343 -642037434 -102721884 850771557 65589761 -653944874 1087028618 -2058924601 -733540467 -1304824463 1171243091 -1061007871 -768989523 -1298003533 1529432098 -962484097 275737195 977514431 -366640968 730388914 -1676879980 1894543324 562388841 -1864392989 42985858 -317240893 1126986658 1071007414 847975454 846573723 -219425193 -765154275 1058428617 1436512493 -631074915 -747960155 2019839432 -1695574879 -1489470142 9459600 -803458742 -419338359 -592317483 1992297341 -658827875 -1663171012 1476609527 -875495152 134490825 -1671537619 698990329 2119508709 -100001714 396794695 432879967 823276406 1785371987 -822199265 1834440305 -1023410383 1224109016 721268307 1253423415 -522818550 1292187844 -1455141173 -1112062426 -836634450 1956341261 -710043836 -506587312 301911037 -2121894487 -1929225972 1789051774 1447313747 1927623324 -857230200 1449084432 -1032336984 -938596863 875804851 697335236 1021770675 -2130588215 469079552 -545749443 1107308974 1190633312 288363391 408157222 1282865740 -1726675379 1516680791 1529949203 142748741 -1675821488 -262349455 -1639748911 657821759 -449186184 1476675204 -1853263905 -1362648788 97322904 -1468539818 -509008377 1479713040 434679635 -1887528402 -1079933717 -1460082876 746816055 -962672039 -1413155028 456905017 271179203 1404115079 995069563 -146748969 -1060382173 210561971 1302888482 2036117971 -1751070182 -1543906647 1158871702 1802789337 -655108006 2051382903 519694229 2082756100 1245118686 -643820108 1244129039 -1119616103 272276001 -664003209 742247447 -1968047870 568653209 672607126 1423348223 681865614 2691386 742556260 -310846788 -307761259 -1502653689 -808177500 1324011405 1807978976 -1454147888 2064592822 -524531778 -1042843688 -3034340 667880945 182958642 -2006783999 -2131546169 835718894 -18335088 -1436462691 1872858388 -177849378 -1275964259 1302666502 -167120811 -159766 -1306746713 120409676 1584936245 1771459351 -753523404 -523395701 -92950279 -1555274332 -1748246103 -301576617 -715641784 958057865 -1191605193 -729358622 2076781819 1330892418 -337954542 -801988772 -626894196 -1653463137 1888594052 -903957626 -1247879600 -594931953 1414496154 348476760 420651643 852092083 5121604 -1440611595 -1412395042 -2127920621 2113507303 -1389459086 1278179293 1394287977 1037477804 1640003302 -889003395 -14741218 377110799 -937743784 1744824429 52730997 -721244723 880129302 -2093045185 458064384 957312328 1647591457 1669762091 1088682112 2077173733 -1102294180 1366897404 1167043493 -1212153554 -1166424339 1181470153 -2049965485 1635078566 575097025 -303815969 1317090382 1069466059 -546294570 1888499460 1706018971 -1845007204 969024200 -1199657598 1052080716 380355580 -429312221 -1947867291 1402693794 1971269749 -1866266991 1982073633 -446678114 -147441466 1789712695 -95218467 70252105 1741449958 -1406377485 1157697248 1044668449 -1100042538 -1195771923 721014135 -752794510 -937991996 -247844223 309342408 489628397 1812861884 -755057299 -1276035420 1220355532 2120167506 -780703082 -1421281388 -272801416 1007539322 1820735997 2088960856 -411522184 2053617747 579792043 1217907448 -577721577 -350881670 1167351789 -1153559750 1830476258 -990123801 -137054478 -453405053 432436876 592091896 698236452 -1669262225 -1302679230 2010111536 -301636158 -1087196700 -1179877923 597653018 -261422464 1868031770 -53001628 580124169 1528151990 -2135058863 1426661013 -1096400997 -800352295 -109514967 1666105819 -1353835467 -2094877400 -600554944 -1012080261 321953769 1982443106 -1518202860 -51508451 1491645503 -689404772 -1899775599 463341789 462024877 1471543230 -1686895549 -316119849 308404094 1038642701 168211716 -925091358 -637877342 -152083766 754406977 -2038900391 1235819842 -530927441 885781519 -738448240 2104875197 -1603287111 -1308055419"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","boundary-elevation","boundary-pcolor","default_export_path_name","default_import_path_name","fill-percent","fill-room","panic-level","path-pcolor","pheremone-decay-prob","prob_max","ptch-size","sink-elevation","sink-pcolor","source-elevation","source-pcolor"
"0","100","0","100","0","nobody","3922","""NEITHER""","346","1000","130","""../patches/Room1d3_100x100.csv""","""../patches/Room1d3_100x100.csv""","0.4","false","0","15","1","1","7","1.0E-4","11","1","19"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","previous-patch","target-patch","previous-patch-x","previous-patch-y"
"503","65","45","33","67","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 33 67}","nobody","0","0"
"504","125","45","48","64","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 48 64}","nobody","0","0"
"505","75","45","47","93","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 47 93}","nobody","0","0"
"506","35","45","22","95","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 22 95}","nobody","0","0"
"507","55","315","67","68","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 67 68}","nobody","0","0"
"508","115","45","40","90","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 40 90}","nobody","0","0"
"509","15","45","41","29","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 41 29}","nobody","0","0"
"510","65","45","42","45","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 42 45}","nobody","0","0"
"511","45","45","44","44","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 44 44}","nobody","0","0"
"512","15","45","47","76","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 47 76}","nobody","0","0"
"513","125","315","66","43","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 66 43}","nobody","0","0"
"514","15","315","55","91","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 55 91}","nobody","0","0"
"515","75","315","73","95","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 73 95}","nobody","0","0"
"516","15","45","36","32","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 35 31}","{patch 35 31}","0","0"
"518","65","90","22","99","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 22 99}","nobody","0","0"
"519","85","45","33","47","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 33 47}","nobody","0","0"
"521","55","315","68","55","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 68 55}","nobody","0","0"
"523","5","270","55","99","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 55 99}","nobody","0","0"
"524","45","45","47","20","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 46 19}","{patch 46 19}","0","0"
"525","55","315","57","85","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 57 85}","nobody","0","0"
"526","25","315","60","33","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 60 33}","{patch 60 33}","0","0"
"527","15","315","55","68","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 55 68}","nobody","0","0"
"528","135","315","52","85","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 52 85}","nobody","0","0"
"529","75","45","42","82","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 42 82}","nobody","0","0"
"530","65","0","49","94","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 49 94}","nobody","0","0"
"531","65","0","50","37","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 50 37}","nobody","0","0"
"532","35","45","43","24","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 43 24}","{patch 43 24}","0","0"
"533","45","45","35","55","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 35 55}","nobody","0","0"
"534","65","315","66","67","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 66 67}","nobody","0","0"
"535","15","315","64","61","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 64 61}","nobody","0","0"
"536","35","315","59","69","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 59 69}","nobody","0","0"
"537","95","45","29","54","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 28 53}","nobody","0","0"
"538","75","315","67","62","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 67 62}","nobody","0","0"
"539","95","315","53","66","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 53 66}","nobody","0","0"
"540","65","315","75","50","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 76 49}","{patch 76 49}","0","0"
"541","125","315","50","14","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 51 13}","{patch 51 13}","0","0"
"542","15","45","36","72","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 36 72}","nobody","0","0"
"544","125","315","58","25","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 58 25}","{patch 58 25}","0","0"
"546","65","45","41","63","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 41 63}","nobody","0","0"
"548","55","45","43","26","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 43 26}","nobody","0","0"
"550","5","45","22","96","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 22 96}","nobody","0","0"
"551","125","315","65","67","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 65 67}","nobody","0","0"
"552","45","45","38","26","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 37 25}","{patch 37 25}","0","0"
"553","5","315","57","61","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 57 61}","nobody","0","0"
"554","75","45","40","30","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 40 30}","{patch 40 30}","0","0"
"555","55","45","35","35","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 35 35}","{patch 35 35}","0","0"
"556","95","315","80","90","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 80 90}","nobody","0","0"
"557","5","0","49","67","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 49 67}","nobody","0","0"
"558","65","315","69","69","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 69 69}","nobody","0","0"
"559","95","315","58","73","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 58 73}","nobody","0","0"
"562","55","90","16","99","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 16 99}","nobody","0","0"
"563","75","315","57","69","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 57 69}","nobody","0","0"
"564","115","45","32","64","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 32 64}","nobody","0","0"
"565","45","315","57","81","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 57 81}","nobody","0","0"
"566","25","315","51","23","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 51 23}","nobody","0","0"
"567","15","45","38","40","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 38 40}","nobody","0","0"
"568","5","315","83","97","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 83 97}","nobody","0","0"
"569","5","315","94","95","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 94 95}","nobody","0","0"
"570","85","45","42","53","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 42 53}","nobody","0","0"
"571","5","315","62","45","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 62 45}","nobody","0","0"
"572","125","45","46","65","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 46 65}","nobody","0","0"
"573","15","315","88","97","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 88 97}","nobody","0","0"
"574","45","45","45","48","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 45 48}","nobody","0","0"
"575","135","315","54","39","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 54 39}","nobody","0","0"
"576","85","315","53","38","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 53 38}","nobody","0","0"
"577","45","45","43","74","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 43 74}","nobody","0","0"
"578","5","45","35","68","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 35 68}","nobody","0","0"
"579","115","45","32","49","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 31 48}","{patch 31 48}","0","0"
"580","5","45","42","26","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 42 26}","{patch 42 26}","0","0"
"581","105","45","34","78","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 34 78}","nobody","0","0"
"582","15","315","63","58","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 63 58}","nobody","0","0"
"584","105","45","45","58","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 45 58}","nobody","0","0"
"585","115","45","40","84","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 40 84}","nobody","0","0"
"586","135","315","60","51","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 60 51}","nobody","0","0"
"587","125","45","44","23","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 44 23}","{patch 44 23}","0","0"
"588","5","315","70","46","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 71 45}","{patch 71 45}","0","0"
"589","85","45","6","96","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 6 96}","nobody","0","0"
"590","5","315","59","51","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 59 51}","nobody","0","0"
"592","115","45","21","93","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 21 93}","nobody","0","0"
"593","85","45","32","52","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 32 52}","nobody","0","0"
"594","55","315","64","96","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 64 96}","nobody","0","0"
"598","55","45","49","84","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 49 84}","nobody","0","0"
"599","75","45","31","58","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 31 58}","nobody","0","0"
"601","95","315","84","97","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 84 97}","nobody","0","0"
"602","25","45","43","67","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 43 67}","nobody","0","0"
"603","115","315","58","30","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 58 30}","nobody","0","0"
"604","65","315","87","98","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 87 98}","nobody","0","0"
"605","65","315","61","67","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 61 67}","nobody","0","0"
"606","95","45","23","92","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 23 92}","nobody","0","0"
"607","115","45","45","53","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 45 53}","nobody","0","0"
"608","15","45","48","57","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 48 57}","nobody","0","0"
"609","95","315","72","95","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 72 95}","nobody","0","0"
"611","85","315","58","83","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 58 83}","nobody","0","0"
"612","25","45","41","81","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 41 81}","nobody","0","0"
"613","5","315","56","98","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 56 98}","nobody","0","0"
"614","5","315","57","57","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 57 57}","nobody","0","0"
"615","65","45","48","67","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 48 67}","nobody","0","0"
"616","15","45","47","21","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 46 20}","{patch 46 20}","0","0"
"617","65","45","38","69","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 38 69}","nobody","0","0"
"618","135","315","60","84","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 60 84}","nobody","0","0"
"620","65","45","37","81","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 37 81}","nobody","0","0"
"622","25","0","51","70","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 51 70}","nobody","0","0"
"623","95","45","31","65","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 31 65}","nobody","0","0"
"625","85","45","42","27","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 42 27}","{patch 42 27}","0","0"
"626","125","315","59","76","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 59 76}","nobody","0","0"
"627","15","315","68","97","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 68 97}","nobody","0","0"
"628","115","45","48","23","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 48 23}","{patch 48 23}","0","0"
"629","75","45","47","36","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 47 36}","nobody","0","0"
"630","15","45","42","93","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 41 92}","nobody","0","0"
"631","55","315","62","44","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 62 44}","nobody","0","0"
"632","15","315","69","93","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 69 93}","nobody","0","0"
"633","25","315","53","81","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 53 81}","nobody","0","0"
"635","15","315","51","27","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 51 27}","nobody","0","0"
"636","65","315","94","98","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 94 98}","nobody","0","0"
"637","75","315","51","19","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 51 19}","nobody","0","0"
"638","105","45","34","83","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 34 83}","{patch 34 83}","0","0"
"640","5","315","67","45","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 68 44}","{patch 68 44}","0","0"
"641","65","315","53","70","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 53 70}","nobody","0","0"
"642","25","45","36","98","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 36 98}","nobody","0","0"
"643","15","45","20","91","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 20 91}","nobody","0","0"
"644","115","45","47","74","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 47 74}","nobody","0","0"
"645","65","45","39","68","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 39 68}","nobody","0","0"
"646","15","315","89","95","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 89 95}","nobody","0","0"
"647","25","315","71","92","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 71 92}","nobody","0","0"
"648","125","315","55","60","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 55 60}","nobody","0","0"
"649","15","315","76","91","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 76 91}","nobody","0","0"
"650","115","45","48","76","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 48 76}","nobody","0","0"
"651","45","45","44","87","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 44 87}","nobody","0","0"
"652","85","315","83","91","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 83 91}","nobody","0","0"
"653","105","45","40","26","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 40 26}","{patch 40 26}","0","0"
"654","15","0","50","33","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 50 33}","nobody","0","0"
"656","35","45","36","83","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 35 82}","nobody","0","0"
"657","125","315","71","91","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 71 91}","nobody","0","0"
"659","65","315","56","25","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 56 25}","nobody","0","0"
"660","5","45","14","92","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 14 92}","nobody","0","0"
"661","135","315","67","96","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 67 96}","nobody","0","0"
"662","75","45","34","50","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 34 50}","nobody","0","0"
"664","85","315","75","56","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 76 55}","{patch 76 55}","0","0"
"667","115","315","66","38","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 66 38}","nobody","0","0"
"670","135","45","48","58","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 48 58}","nobody","0","0"
"671","25","315","59","44","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 59 44}","nobody","0","0"
"672","125","45","43","44","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 43 44}","nobody","0","0"
"673","105","315","65","36","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 65 36}","nobody","0","0"
"675","35","45","44","63","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 44 63}","nobody","0","0"
"676","35","45","29","65","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 28 64}","{patch 28 64}","0","0"
"677","95","45","50","70","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 50 70}","nobody","0","0"
"678","15","45","38","29","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 37 28}","{patch 37 28}","0","0"
"679","45","315","83","92","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 83 92}","nobody","0","0"
"680","125","315","78","95","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 78 95}","nobody","0","0"
"681","25","45","41","34","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 41 34}","nobody","0","0"
"682","115","315","63","60","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 63 60}","nobody","0","0"
"683","135","45","46","94","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 45 93}","nobody","0","0"
"684","25","45","35","81","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 35 81}","nobody","0","0"
"685","105","45","48","26","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 48 26}","nobody","0","0"
"686","35","315","55","92","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 55 92}","nobody","0","0"
"687","95","45","49","51","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 49 51}","nobody","0","0"
"688","65","315","64","45","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 64 45}","nobody","0","0"
"689","95","315","51","24","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 51 24}","nobody","0","0"
"690","105","270","85","99","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 85 99}","nobody","0","0"
"691","125","315","50","97","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 50 97}","nobody","0","0"
"692","105","315","63","53","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 63 53}","nobody","0","0"
"693","65","315","53","90","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 53 90}","nobody","0","0"
"694","25","45","33","77","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 33 77}","{patch 33 77}","0","0"
"695","35","315","61","61","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 61 61}","nobody","0","0"
"696","75","45","44","64","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 44 64}","nobody","0","0"
"697","65","315","55","93","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 56 92}","nobody","0","0"
"698","85","315","61","95","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 61 95}","nobody","0","0"
"699","25","315","62","42","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 62 42}","nobody","0","0"
"700","45","315","62","80","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 62 80}","nobody","0","0"
"702","115","315","54","16","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 54 16}","{patch 54 16}","0","0"
"703","125","45","15","98","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 15 98}","nobody","0","0"
"705","105","45","45","79","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 45 79}","nobody","0","0"
"706","85","45","48","50","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 48 50}","nobody","0","0"
"707","95","315","85","95","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 85 95}","nobody","0","0"
"708","85","45","48","84","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 48 84}","nobody","0","0"
"709","5","45","48","82","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 48 82}","nobody","0","0"
"710","35","315","51","69","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","{patch 51 69}","nobody","0","0"
