"export-world data (NetLogo 5.0.5)"
"CSD.nlogo"
"05/15/2014 21:41:07:083 -0600"

"RANDOM STATE"
"0 0 -1727483681 320 0.0 false 1740294241 -1195057112 1751881580 -1712090247 1640862107 1360568395 786425424 737159587 -875702968 -263326842 357272571 -833536631 1786898069 419277591 -1261625372 1703840352 1318624118 -2145974969 -1989379264 1088663651 1937715384 -268902401 1031370951 412299841 757719062 22991730 646067568 -1219460001 -627635662 1155788876 -1275250862 -1624228369 457642362 -976522820 -209492388 1825520832 1536150245 1907628219 1202352534 743237173 729515938 667367522 498799923 -1387296414 387159808 -1170843485 821058518 1905240633 -1275686358 -1809508796 1647650699 -827949928 321036492 -2123158286 2127778752 1842247144 -814218070 1437677377 -1442522278 851767100 -2128800832 -1550180571 925546810 1791591282 -166962927 1033616982 -1110879228 673901795 -1689281408 -1084729270 -40962124 -1140108594 -1731519827 -1093563384 683879812 -1917452995 -1324921099 1012401013 1151886870 -152697591 1470693285 1102088326 1084504537 383086211 1004357558 1369521933 1994231388 371773878 -1308471642 1009835690 -1617750872 -141183441 -1359253482 595310410 -865004121 -754226914 -68159405 1187617789 -1498471926 -2132508766 -848617097 125890631 618972180 -312797686 115780747 -1672882961 -1683422158 -1731363199 -2109010524 1117759719 2020013340 -1657055301 238066822 -1914556448 1745482307 -1599011738 -518043285 1345407668 -421480516 -1768929353 -700319711 -1524629309 1219907088 1360958115 -1313736848 -520843792 -1303323201 -1923266058 968312949 -804624569 -1071164418 1896877051 -796836541 -730334907 -643196029 -901716147 1034119463 499073667 1528787529 -234611360 -2072102415 -1750220952 -891536171 1398512537 -223466878 1365837055 1580441973 220582996 -739239354 1024086157 377780301 1116329220 -1802015309 -213734307 746711052 -150894462 -1763574094 -47641016 1697198740 1587739149 2010339518 -1039780217 1258236891 -440245235 -623349948 1031001618 74580586 -1175523324 774134300 -1666317084 -1007583829 -1675437870 -2069212280 1634233138 884112167 232491283 -568365434 390493836 -1542064093 -264123043 -305603407 266483919 -191011259 -1367048397 1062909617 -851023835 -2092187568 -109274609 -635133203 -807621420 1955925982 -1872665820 -1525664166 -1811682870 1822612367 1040754534 -877607932 -1096738221 -378573529 -1387957758 100989705 -1253231798 -61657535 -975409624 -1296005622 -746913182 -1718293503 -1374950982 1882250661 1451748668 -1391481989 2112740136 -1530809481 81466703 -933860177 -1791203726 1617120034 -1621733664 -575098461 -1624106006 1790403680 -2004846770 -975323957 -1482977509 306819883 -513095051 -1863763217 -1073824716 1020614879 -2103372663 -1626744674 -859658672 1894788877 -1225908974 698018953 1874184409 -1463548530 978755989 -893917489 -6665426 167650164 -174133006 504826170 144898391 215942370 1985936352 1446050353 378324113 -737690744 -1097727061 -718002412 1435285488 -1669490267 123090560 1090979682 1216233071 1216148428 -1036484904 -1593324046 -1153620560 1078492641 -1174148968 2023791837 1486654849 377036293 483792518 -1528187085 174435811 35310259 1888506362 1424274205 -2091731400 537130470 -1699173909 392988355 87723711 -638704801 -1798292246 -2091022460 1322857021 -1322196751 1279200628 -935076547 2131852202 1597419904 919718549 1092658707 1663939092 -1564495731 1288228779 146395724 347863050 -245897239 -1565981200 -1808640629 428577144 -1098213047 -798876074 -524412495 -419084283 1126575400 81422686 253084670 -60420481 -937032130 -1339306862 1335027219 -1489786242 -2030807259 -1198061672 -1468078353 -620739955 2118516413 346376895 -925829262 1628071200 2145092617 1192799546 -2128112507 1550773893 -81855880 -811918498 600780218 -1499041815 1374723760 227420382 -470049705 651571600 2137454727 -1523518048 1555632896 777140284 -523834518 1717797644 -1701161807 1995524794 1949554395 -398177272 1643073240 -1112511637 -1006722764 429653653 234066899 -303594871 91002742 1071042443 1834807590 474463108 -431533330 -917422167 -2002418140 1495544919 2079592868 -2121462581 1025651529 -1030591970 1057237005 -1739177401 -1493212091 -1026385721 -1471293517 1430404095 -171163843 -688002830 -1742158498 355899984 595862114 386682365 -1320126478 447149586 1421831080 -1169026018 -2125204906 -458092348 1775175081 -147378463 -671643085 1411563361 517161136 -1925557831 456942933 1012586648 375117496 1460766433 488613906 2046318930 -489239701 -58775180 1466153671 284536786 1074001241 364979211 -939538320 -1652758502 -1389607406 1817241881 -1327552306 -888914086 -682768813 1243039492 -1896609796 1249197975 -1085059081 617475296 -1181674213 -1297880931 1398230308 1227659613 -1307880881 1325492180 1162169868 1333841314 -1190513122 1905230168 -108772939 1453801049 1278820226 -80425979 -767915570 -1044930087 125557914 1022775250 -1766059122 544637695 1136957125 -2103231654 -559484086 -1921473758 1643430124 -1056106045 2114892909 -687735938 -853537376 -857662705 1099800229 1180836984 -1973895686 -753811662 1427064188 1373077798 -40811144 -2098924141 -1276402291 1594101274 -1659863289 -1545606175 119435516 -518092067 2101926802 1277853911 -290091985 1545435419 -52585335 -370516493 -357515778 1314651094 -214665542 1173332576 -1653157622 1906038536 -467881776 635741873 -2060198743 -1764578832 1601192145 1732228425 829361885 -1380623325 1234957221 -2070218530 -125466918 -327616768 78585124 -353490787 1942283038 -1298099771 845834598 -877420915 210137003 1208788895 507871611 -276556713 1865419315 1553100516 -1872544080 -1192569758 -425453534 1204899093 587679824 1170034022 -151831021 -1795763696 523190580 -792605701 -392104552 -1155328772 -869731906 -1235734281 587050069 1970951328 1749427568 1357979011 2018139074 617948132 -200461899 554033293 -2063190532 -1744047445 -943813672 611484938 -1572702112 1678145250 147666091 -1923622341 -1854403744 -1431620611 1348552411 -1492069675 -1950522476 -191234327 -162270099 -1302982431 -1825309138 2023730837 -1108102409 -380122765 -1749180336 -1753040563 835989329 1736683683 -1494493404 -59658973 1692409551 1920355589 -430318249 -216336905 -1516420770 1256574459 989919898 -1615916127 1612520468 479529957 -1055867833 1802622853 -1707248146 -1776855163 1444553068 -1377332298 97581168 -135231523 443235612 -1039937826 -223367341 -1591726317 1134483572 1252039600 -908853113 1257530461 917395476 -617620058 -2007603378 2004037266 967494537 -1487313868 1296389676 1360680236 -138695358 1188226324 -1553585390 -1320501038 -50583088 1342617343 -982741950 1159545643 -635865140 -1939233756 1487916589 1783253220 1042760922 -1177442740 597454395 1866238026 13809889 727217449 -1378065502 1084183437 -456327883 486125191 -1395911034 -1609420750 -896686502 768511893 -577460525 -894347503 1228822752 -1220260543 592260174 -1376055396 1023536156 1962903426 -1790013013 -321895361 -890931164 -252703252 1287830798 137395218 1024548148 -1575277184 -1138838849 -1424878717 -455734346 -283501385 1778074033 1573811969 220629884 94774982 -522554027 -522393311 -2014706562 1237080883 1671537484 -1812093673 -1745115945 1510669345"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","boundary-elevation","boundary-pcolor","default_export_path_name","default_import_path_name","fill-percent","fill-room","panic-level","path-pcolor","pheremone-decay-rate","prob_max","ptch-size","sink-elevation","sink-pcolor","source-elevation","source-pcolor"
"0","10","0","10","0","nobody","82","""NEITHER""","-1","1000","0","""../patches/Simple_Room.csv""","""../patches/Simple_Room.csv""","0.4","false","2","0","1","0","7","1.0E-4","0","1","0"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","previous-patch","previous-patch-x","previous-patch-y"
"77","105","57","2","5","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"78","115","71","1","8","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"79","105","232","9","1","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"80","105","181","7","3","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"81","105","12","1","5","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","boundary?","sink?","source?","sink-distance"
"0","10","130","""""","9.9","true","false","false","0"
"1","10","130","""""","9.9","true","false","false","0"
"2","10","130","""""","9.9","true","false","false","0"
"3","10","130","""""","9.9","true","false","false","0"
"4","10","130","""""","9.9","true","false","false","0"
"5","10","11","""""","9.9","false","true","false","0"
"6","10","130","""""","9.9","true","false","false","0"
"7","10","130","""""","9.9","true","false","false","0"
"8","10","130","""""","9.9","true","false","false","0"
"9","10","130","""""","9.9","true","false","false","0"
"10","10","130","""""","9.9","true","false","false","0"
"0","9","130","""""","9.9","true","false","false","0"
"1","9","15.642968979816441","""""","9.9","false","false","false","0"
"2","9","15.53240086161901","""""","9.9","false","false","false","0"
"3","9","15.283024776292159","""""","9.9","false","false","false","0"
"4","9","14.814476718256238","""""","9.9","false","false","false","0"
"5","9","13.90851465606405","""""","9.9","false","false","false","0"
"6","9","14.814476718256236","""""","9.9","false","false","false","0"
"7","9","15.283024776292159","""""","9.9","false","false","false","0"
"8","9","15.53240086161901","""""","9.9","false","false","false","0"
"9","9","15.642968979816441","""""","9.9","false","false","false","0"
"10","9","130","""""","9.9","true","false","false","0"
"0","8","130","""""","9.9","true","false","false","0"
"1","8","15.753537098013874","""""","9.9","false","false","false","0"
"2","8","15.671208828748433","""""","9.9","false","false","false","0"
"3","8","15.502196749001229","""""","9.9","false","false","false","0"
"4","8","15.251890722412503","""""","9.9","false","false","false","0"
"5","8","15.005105187743725","""""","9.9","false","false","false","0"
"6","8","15.251890722412503","""""","9.9","false","false","false","0"
"7","8","15.502196749001229","""""","9.9","false","false","false","0"
"8","8","15.671208828748433","""""","9.9","false","false","false","0"
"9","8","15.753537098013874","""""","9.9","false","false","false","0"
"10","8","130","""""","9.9","true","false","false","0"
"0","7","130","""""","9.9","true","false","false","0"
"1","7","15.946433485476748","""""","9.9","false","false","false","0"
"2","7","15.896700606359623","""""","9.9","false","false","false","0"
"3","7","15.80266266855182","""""","9.9","false","false","false","0"
"4","7","15.685784234648821","""""","9.9","false","false","false","0"
"5","7","15.608124650085845","""""","9.9","false","false","false","0"
"6","7","15.685784234648821","""""","9.9","false","false","false","0"
"7","7","15.80266266855182","""""","9.9","false","false","false","0"
"8","7","15.896700606359623","""""","9.9","false","false","false","0"
"9","7","15.946433485476748","""""","9.9","false","false","false","0"
"10","7","130","""""","9.9","true","false","false","0"
"0","6","130","""""","9.9","true","false","false","0"
"1","6","16.189062752056746","""""","9.9","false","false","false","0"
"2","6","16.166497442661495","""""","9.9","false","false","false","0"
"3","6","16.125969084197607","""""","9.9","false","false","false","0"
"4","6","16.08045889754511","""""","9.9","false","false","false","0"
"5","6","16.055824943302017","""""","9.9","false","false","false","0"
"6","6","16.08045889754511","""""","9.9","false","false","false","0"
"7","6","16.125969084197607","""""","9.9","false","false","false","0"
"8","6","16.166497442661495","""""","9.9","false","false","false","0"
"9","6","16.189062752056746","""""","9.9","false","false","false","0"
"10","6","130","""""","9.9","true","false","false","0"
"0","5","130","""""","9.9","true","false","false","0"
"1","5","16.454257328032","""""","9.9","false","false","false","0"
"2","5","16.454257328032","""""","9.9","false","false","false","0"
"3","5","16.454257328032","""""","9.9","false","false","false","0"
"4","5","16.454257328032","""""","9.9","false","false","false","0"
"5","5","16.454257328032","""""","9.9","false","false","false","0"
"6","5","16.454257328032","""""","9.9","false","false","false","0"
"7","5","16.454257328032","""""","9.9","false","false","false","0"
"8","5","16.454257328032","""""","9.9","false","false","false","0"
"9","5","16.454257328032","""""","9.9","false","false","false","0"
"10","5","130","""""","9.9","true","false","false","0"
"0","4","130","""""","9.9","true","false","false","0"
"1","4","16.719451904007254","""""","9.9","false","false","false","0"
"2","4","16.74201721340251","""""","9.9","false","false","false","0"
"3","4","16.782545571866397","""""","9.9","false","false","false","0"
"4","4","16.828055758518893","""""","9.9","false","false","false","0"
"5","4","16.852689712761986","""""","9.9","false","false","false","0"
"6","4","16.828055758518893","""""","9.9","false","false","false","0"
"7","4","16.782545571866397","""""","9.9","false","false","false","0"
"8","4","16.74201721340251","""""","9.9","false","false","false","0"
"9","4","16.719451904007254","""""","9.9","false","false","false","0"
"10","4","130","""""","9.9","true","false","false","0"
"0","3","130","""""","9.9","true","false","false","0"
"1","3","16.962081170587258","""""","9.9","false","false","false","0"
"2","3","17.011814049704384","""""","9.9","false","false","false","0"
"3","3","17.10585198751219","""""","9.9","false","false","false","0"
"4","3","17.222730421415193","""""","9.9","false","false","false","0"
"5","3","17.300390005978166","""""","9.9","false","false","false","0"
"6","3","17.222730421415193","""""","9.9","false","false","false","0"
"7","3","17.10585198751219","""""","9.9","false","false","false","0"
"8","3","17.011814049704384","""""","9.9","false","false","false","0"
"9","3","16.962081170587258","""""","9.9","false","false","false","0"
"10","3","130","""""","9.9","true","false","false","0"
"0","2","130","""""","9.9","true","false","false","0"
"1","2","17.154977558050135","""""","9.9","false","false","false","0"
"2","2","17.237305827315577","""""","9.9","false","false","false","0"
"3","2","17.406317907062785","""""","9.9","false","false","false","0"
"4","2","17.656623933651517","""""","9.9","false","false","false","0"
"5","2","17.903409468320298","""""","9.9","false","false","false","0"
"6","2","17.656623933651517","""""","9.9","false","false","false","0"
"7","2","17.406317907062785","""""","9.9","false","false","false","0"
"8","2","17.237305827315577","""""","9.9","false","false","false","0"
"9","2","17.154977558050135","""""","9.9","false","false","false","0"
"10","2","130","""""","9.9","true","false","false","0"
"0","1","130","""""","9.9","true","false","false","0"
"1","1","17.26554567624757","""""","9.9","false","false","false","0"
"2","1","17.376113794445004","""""","9.9","false","false","false","0"
"3","1","17.625489879771862","""""","9.9","false","false","false","0"
"4","1","18.094037937807794","""""","9.9","false","false","false","0"
"5","1","19","""""","9.9","false","false","true","0"
"6","1","18.094037937807794","""""","9.9","false","false","false","0"
"7","1","17.625489879771862","""""","9.9","false","false","false","0"
"8","1","17.376113794445004","""""","9.9","false","false","false","0"
"9","1","17.26554567624757","""""","9.9","false","false","false","0"
"10","1","130","""""","9.9","true","false","false","0"
"0","0","130","""""","9.9","true","false","false","0"
"1","0","130","""""","9.9","true","false","false","0"
"2","0","130","""""","9.9","true","false","false","0"
"3","0","130","""""","9.9","true","false","false","0"
"4","0","130","""""","9.9","true","false","false","0"
"5","0","130","""""","9.9","true","false","false","0"
"6","0","130","""""","9.9","true","false","false","0"
"7","0","130","""""","9.9","true","false","false","0"
"8","0","130","""""","9.9","true","false","false","0"
"9","0","130","""""","9.9","true","false","false","0"
"10","0","130","""""","9.9","true","false","false","0"

"LINKS"
"end1","end2","color","label","label-color","hidden?","breed","thickness","shape","tie-mode"


"PLOTS"
""
"EXTENSIONS"

